泌阳县羊册镇王续奶粉专卖:{"lng":113.26009827017658,"lat":32.99181051228516}
ZLEM-六安市祥和农副产品有限责任公司:{"lng":116.50525268298414,"lat":31.75555835519844}
苍南县灵溪镇陈炜副食品商行:{"lng":120.42772363398542,"lat":27.533961909676293}
上虞市民大道店:{"lng":120.8789672855792,"lat":30.038662621651827}
崇明蔬菜农产品加盟预付:{"lng":121.4157308786508,"lat":31.130541598931774}
南洋天天母婴生活馆:{"lng":120.1436628910325,"lat":33.409038030226476}
桃李园学校-学生:{"lng":119.42456036430785,"lat":30.92414439831286}
易初莲花吴中店4:{"lng":119.94105234159703,"lat":32.4903961215016}
农工商古棕路店(319):{"lng":121.91923099662051,"lat":30.885654639997124}
四团中学（绿引）:{"lng":121.72834723453278,"lat":30.946193943065737}
上海大润发泥城店:{"lng":121.82660514974019,"lat":30.915577593710314}
嘉吉食品科技（平湖）有限公司:{"lng":121.10583903762272,"lat":30.7165285872078}
四川北路:{"lng":121.48962159754383,"lat":31.262941069897533}
上海云阳食品有限公司:{"lng":121.33327020212474,"lat":31.362695502613278}
升亮分公司食堂（封浜）:{"lng":116.39443753561216,"lat":39.98018468561836}
上海颂米屋实业有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
迪亚眉州:{"lng":113.45930349773779,"lat":23.115777858469063}
上海奥犇有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海必胜客有限公司公园东路店:{"lng":121.14945045226227,"lat":31.158337451313653}
上海肯德基有限公司由由餐厅:{"lng":121.44689960501537,"lat":31.199462300194433}
17.绿景菜场:{"lng":121.60257251387597,"lat":31.262567279969144}
广州广味源:{"lng":113.64328535934504,"lat":23.146021846128175}
上海市青浦区宏奎粮油商店:{"lng":121.09142524282201,"lat":31.130862397996967}
14.关东妙境店:{"lng":114.52518317570964,"lat":38.04923114449467}
体育场1018(世纪联华):{"lng":121.59350372521006,"lat":29.88565641466005}
上海绿强蔬菜发展有限公司:{"lng":121.68142449594801,"lat":31.04033096269228}
诺华（中国）生物医学研究:{"lng":114.25837229496747,"lat":22.69379963392597}
117号店:{"lng":116.27595184732101,"lat":39.911257372189105}
三门路（专卖加盟）:{"lng":121.49173885422404,"lat":31.317398341644523}
上海欣玉食品:{"lng":121.48789948569473,"lat":31.24916171001514}
宝钢能中:{"lng":118.63608761030464,"lat":31.904231711319294}
宝山顾荻路申客隆加盟:{"lng":121.39728921629394,"lat":31.357055176379404}
卓越冻品行:{"lng":113.75097548147333,"lat":23.054349758980727}
卜蜂莲花浦江:{"lng":116.4887278662465,"lat":40.004544502908516}
联华超市康来店（超市加盟）:{"lng":117.58838203638463,"lat":37.6482133376972}
招远市绿珠龙口粉丝厂:{"lng":120.46460680129717,"lat":37.36696634190385}
联华松汇:{"lng":117.58838203638463,"lat":37.6482133376972}
射阳县宏星粮棉有限公司:{"lng":120.27950474857899,"lat":33.74546225048117}
北因美母婴店:{"lng":108.94674591896886,"lat":30.303628426252143}
温岭市太平雅谷餐厅:{"lng":121.42104597878073,"lat":28.4005538171066}
欧尚超市有限公司(苏州1店):{"lng":120.58134196164102,"lat":31.85205036891839}
株洲鑫果供应链管理有限公司:{"lng":113.13169534107074,"lat":27.82743292766265}
ZQMY-泰兴振华油脂有限公司:{"lng":119.92958225852335,"lat":32.14110806514834}
崇明262店（农工商）:{"lng":121.5353975435439,"lat":31.633564930802045}
华联水城:{"lng":119.1937999573606,"lat":34.60444386600099}
上海紫燕食品有限公司兰田路店:{"lng":121.42770980688061,"lat":31.25358530272837}
中原城市广场:{"lng":121.52836500754486,"lat":31.321907616529035}
华润五丰:{"lng":113.8480419731525,"lat":22.913691776479826}
鲲鹏副食品:{"lng":120.10770391370546,"lat":30.887039073441855}
潮州市潮安区金石镇林老牛食品厂:{"lng":116.62575303932746,"lat":23.53210461240085}
上海市闵行区丽隽熟食店:{"lng":121.42502428093465,"lat":31.093537540382123}
江杨北路98号羊肉区25号:{"lng":121.45994817076844,"lat":31.363723818809458}
上海市嘉定区江桥镇俞生肉类经营部:{"lng":121.33806029678207,"lat":31.245432972551153}
上海森界（龙云）实业有限公司Longyun Food Co.:{"lng":Ltd,"lat":121.56786590198922上海乌中农副产品市场经营管理有限公�}
青阳县蓉城镇大众糖酒销售中心:{"lng":117.88519635932873,"lat":30.646949502677728}
家得利包头店:{"lng":109.84623853249181,"lat":40.64711942570857}
(明星)上海沀仪餐管理有限公司:{"lng":121.0944500580063,"lat":31.009445387207272}
无锡佳美:{"lng":120.30545590053595,"lat":31.57003745192303}
上海蒙祥食品有限公司:{"lng":121.40267149280784,"lat":31.627319373871106}
湖北武汉-祁荷花:{"lng":114.31620010268132,"lat":30.58108412692075}
益海嘉里粮油工业有限公司:{"lng":114.1475158448649,"lat":30.608462070868217}
上海澳辰食品有限公司:{"lng":121.4764989108065,"lat":31.201924717353215}
天宝西路好邻生活加盟 （月结）:{"lng":105.89686023790104,"lat":30.99385818877935}
嘉定乐购2店:{"lng":121.25101353755592,"lat":31.36433805543363}
益海嘉里（昆山）食品工业有限公司:{"lng":120.96382373930713,"lat":31.307483322109317}
宜山:{"lng":120.54943009064232,"lat":27.519231486632922}
上海市昆明学校:{"lng":121.51687059206984,"lat":31.27593453293664}
惠氏营养（中国）有限公司:{"lng":121.40892899915981,"lat":31.190062221298195}
宝林二村41号:{"lng":121.49414037339474,"lat":31.406069678609775}
上海年惠贸易有限责任公司（代理）:{"lng":121.48789948569473,"lat":31.24916171001514}
上海嘉定上蔬永辉生鲜食品有限公司:{"lng":121.25101353755592,"lat":31.36433805543363}
杨国新:{"lng":119.79960801750497,"lat":26.94099321009457}
奉贤百联:{"lng":121.56064167963345,"lat":30.915122452605868}
B2-1912a奉贤区解放路小学0301a②学生:{"lng":121.4609413732725,"lat":30.91830097483359}
东康市场19号:{"lng":116.10990643992098,"lat":24.31095590047843}
上海杨浦区嫩原粮油批发部:{"lng":121.5357165996346,"lat":31.304510479541904}
莒南龙大肉食品有限公司（宝山）:{"lng":118.89007890267528,"lat":35.21312322003471}
上海香季咖啡貿易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
安远367(伍缘折扣超市):{"lng":115.3966125703283,"lat":25.238854104103485}
广州市食品工业研究所有限公司:{"lng":113.44785980418885,"lat":23.174780598202883}
中粮:{"lng":117.0239665336132,"lat":39.42846691360514}
泰卜蜂国际贸易有限公司:{"lng":121.43685524943092,"lat":28.658675151818834}
易初莲花浦江店78:{"lng":121.51379565727525,"lat":31.088798182959685}
曹杨小学（教师）:{"lng":121.39615958633547,"lat":31.248225352645488}
湖北十堰郧县亲亲宝贝母婴连锁（原郧县贝慧孕婴坊）:{"lng":114.25198097119707,"lat":30.71498517079675}
上海市徐汇区申新粮油经营部:{"lng":121.44623500472937,"lat":31.169152089592195}
上海广隆食品有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
大润发大丰店:{"lng":120.47105276675528,"lat":33.20963580209465}
家和食品:{"lng":104.98647218635026,"lat":28.84187950034021}
上海中华药业有限公司:{"lng":121.42949868528673,"lat":31.214141850086033}
华联超市（曹建路）:{"lng":121.45345728464501,"lat":31.08860528812263}
通波菜市场:{"lng":121.2500013273178,"lat":31.02718479991411}
光大会展:{"lng":113.1557142337886,"lat":22.8779499936864}
奉贤应用（一食堂二楼202）:{"lng":121.56064167963345,"lat":30.915122452605868}
上海必胜客有限公司淮海中路店:{"lng":121.4814318522094,"lat":31.2290422354105}
金汇联华购物:{"lng":87.64973848521572,"lat":43.786685311340726}
上海市虹口区凉城第三小学（食堂）:{"lng":121.47417891014285,"lat":31.30186131136664}
上海市宝山区王其伟水果经营部:{"lng":121.40904121844942,"lat":31.398622694466777}
上海今朝食品有限公司:{"lng":121.31052582884975,"lat":31.14379695887783}
宛平菜市场(金灵钿)（加盟）:{"lng":121.45225379600751,"lat":31.19930544872234}
上海青浦区海根蔬菜经营部:{"lng":121.09142524282201,"lat":31.130862397996967}
朱家角市场（颜恩华）（加盟）:{"lng":121.0637244747329,"lat":31.10899706944573}
新桥王:{"lng":113.42175423760256,"lat":22.959202647885512}
18.世纪联华城中店:{"lng":109.41998312256634,"lat":24.32360159394421}
浦东商场:{"lng":121.5139024658004,"lat":31.177907959144303}
海霸王（汕头）食品有限公司金环分公司:{"lng":116.68289240228894,"lat":23.368142314258904}
海澜湾:{"lng":118.13119466880225,"lat":24.43189279396688}
上海光茂食品有限公司第一分公司:{"lng":121.40720711817522,"lat":31.30555476005538}
上海肯德基有限公司八一餐厅:{"lng":121.40345373724593,"lat":31.63199681623542}
苍山县妈咪宝贝 （原苍山县五福纸业（原原临沂妈咪宝贝孕婴超市））:{"lng":118.30209365926923,"lat":35.06189687157953}
上海第一食品连锁店商店(浦东高行店):{"lng":121.61738418115858,"lat":31.299081478627848}
金山信邦:{"lng":121.24840817975154,"lat":30.83508077708232}
大润发港闸店:{"lng":120.86732480420356,"lat":32.055509401749376}
苏州289:{"lng":120.61990711548988,"lat":31.317987367952437}
上海建有食品有限公司:{"lng":121.40267149280784,"lat":31.627319373871106}
湛江东洋水产:{"lng":110.36506726285033,"lat":21.257463103764316}
东方粮油集团方正有限公司:{"lng":128.94941872931116,"lat":45.81976936296562}
松江区叶谢镇车亭公路1098菜场8号:{"lng":121.3239208163911,"lat":30.964291855068538}
海江6666(世纪联华):{"lng":116.28120163455188,"lat":39.94567432466381}
黑龙江优质长粒水稻生产基地:{"lng":128.0474137149926,"lat":47.35659164311141}
B1-0806a静安小学2807a学生:{"lng":121.43775470490677,"lat":31.240562041809998}
上海市金山区金山嘴工业区1068号:{"lng":121.37772483015135,"lat":30.74709772089354}
上海市徐汇区龙祥熟食店:{"lng":121.44623500472937,"lat":31.169152089592195}
通用汽车公司(H):{"lng":119.69500473900638,"lat":29.14857694772465}
神农氏07:{"lng":113.29975017067548,"lat":31.866819288394733}
福建省安溪县园润茶厂:{"lng":117.91163244342899,"lat":25.1256841382452}
桂林鸿程商贸有限公司:{"lng":110.26092014748276,"lat":25.262901245955238}
上海沪鸿蔬菜销售有限公司:{"lng":121.2747808970647,"lat":31.270027957510017}
苏州和好塑业有限公司:{"lng":120.44084381784506,"lat":31.08121375187165}
上海泓滔贸易有限公司:{"lng":121.28835295394695,"lat":31.229576906698433}
泸州古蔺县古蔺皇家孕婴店:{"lng":105.93629331275771,"lat":27.983319448381454}
0055欧尚金山店:{"lng":121.3434508251304,"lat":30.751983876856567}
广东乐满家咖啡食品有限公司南海分厂:{"lng":113.16863399510356,"lat":23.18027494370401}
上海坪洲油脂有限公司第二分公司:{"lng":121.03415973843269,"lat":30.88988847629602}
芜湖大润发:{"lng":118.39119550214242,"lat":31.341408694295886}
上海肯德基有限公司吴中餐厅:{"lng":121.39269058377809,"lat":31.182369568619535}
东余杭店经销(新市南区域):{"lng":119.9980890600477,"lat":30.38811998075376}
福州下洋智婴阁:{"lng":119.24927848070189,"lat":26.039555269021935}
杭州蓝茉贸易有限公司:{"lng":120.2193754157201,"lat":30.259244461536102}
德财副食品经营部:{"lng":115.39788075878586,"lat":30.78952056371732}
河南省驻马店市新蔡县孙召乡乖宝宝孕婴:{"lng":114.94317258159084,"lat":32.84093510313051}
广州广味源食品有限公司:{"lng":113.45407972633451,"lat":23.050490762978658}
上海青田食品有限公司(25号摊):{"lng":121.48789948569473,"lat":31.24916171001514}
嘉吉动物蛋白（安徽）:{"lng":117.2160052075697,"lat":31.85925241707919}
上海康仁乐购超市贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海冉惠物资经营部:{"lng":121.47727774168364,"lat":30.835226846626476}
内蒙古伊利实业集团股份有限公司上海分公司:{"lng":121.5342446839044,"lat":31.230363150440514}
全椒县金海经营部:{"lng":118.10577829393769,"lat":32.069932749957566}
上海市浦东新区川沙新镇坤艳食品经营部:{"lng":121.70244020333692,"lat":31.198952162096006}
上海市松江贸易城猪肉区:{"lng":121.22679050142115,"lat":31.021244628098586}
正味食品有限公司:{"lng":113.11110279217706,"lat":22.802069492634995}
佳农食品公司:{"lng":121.00752818880913,"lat":37.712926035410625}
上海荣创集贸市场管理有限公司:{"lng":121.28711149483387,"lat":31.332799061651958}
上海市嘉定区嘉定镇常明副食品经营部:{"lng":121.2261864173157,"lat":31.381577351141114}
迪亚天天 静安新城店:{"lng":121.39039524970849,"lat":31.16693951077233}
海亮教育园（中西餐厅）:{"lng":120.25906026362445,"lat":29.7369296685906}
常州依蒙食品有限公司:{"lng":120.04830418050258,"lat":31.786041111317918}
上海锦溢肉类经营部:{"lng":121.48789948569473,"lat":31.24916171001514}
仓桥粮油:{"lng":120.6446124932864,"lat":31.171888131608114}
上海江杨农产品批发市场粮油:{"lng":121.46441216255954,"lat":31.364299390074102}
上海启洪粮油有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海马哥孛罗面包有限公司:{"lng":121.44771468341814,"lat":31.159220212836296}
江苏太合食品有限公司:{"lng":117.92920777060314,"lat":33.94067475508738}
上海增鑫食品销售有限公司(水果):{"lng":121.49702016119863,"lat":31.261606453576825}
赣州市瑞金育婴堡生活汇馆:{"lng":115.98586699622393,"lat":25.921831361760326}
上海锦江麦德龙现购自运有限公司:{"lng":121.39089362960543,"lat":31.246742304538195}
上海必胜客有限公司隆昌路店:{"lng":113.33624920732466,"lat":22.576088482554162}
大昌行食品工业有限公司:{"lng":123.20911481617507,"lat":45.858442550390244}
大润发龙港店:{"lng":120.87616419779467,"lat":40.73945859163405}
上海市闵行区赢城便利店:{"lng":121.42502428093465,"lat":31.093537540382123}
菜花泾26号摊位:{"lng":120.12184371673781,"lat":30.86126338374685}
金山区金山卫镇玉富副食品批发部:{"lng":121.32914258173018,"lat":30.734104136981212}
打浦119(农工商):{"lng":121.4778952368912,"lat":31.20546021682742}
深圳市怡亚通深度供应  :{"lng":114.06536366042917,"lat":22.50929776425869}
圣元营养食品有限公司营销分公:{"lng":104.78389126848725,"lat":29.352151392960725}
联华田林专卖:{"lng":105.99982724993085,"lat":24.392538479126653}
华润万家杭州银泰OLE:{"lng":119.2895636200974,"lat":29.482304609882153}
石化自营店:{"lng":117.0500065239059,"lat":30.535052712282102}
上海定海针水产食品发展股份有限公司:{"lng":120.99921733572248,"lat":31.050682063036675}
崇明合兴镇农贸市场(丁延坤)（专卖）:{"lng":121.71886407299287,"lat":31.590824590460173}
杭州市萧山瓜沥美因宝婴幼儿用品店:{"lng":120.47399553116526,"lat":30.18129501666241}
南京利丰英和商贸有限公司上海分公司（雅培:{"lng":118.78911386409884,"lat":32.04827302691447}
汇联(澳莉嘉):{"lng":113.78665149794277,"lat":22.95340101481933}
上海巧有贸易有限公司罗镇华联超市店:{"lng":121.35028708097666,"lat":31.48522048228349}
上海聚誉（张彬）食品销售有限公司 ZhangBin(Farmer Market-Fruit):{"lng":121.52525462202165,"lat":31.233946207623973}
忻州市繁峙县生锁奶粉大全:{"lng":113.59621356700134,"lat":39.20475699470928}
大润发张家港店:{"lng":120.5390438929573,"lat":31.869995054146067}
建阳市麻沙幸福宝贝:{"lng":118.06779291318053,"lat":27.408380876523385}
苏州欧福贸易有限公司:{"lng":120.67016605024712,"lat":31.32933516063942}
Z133-上海乐惠米业有限公司:{"lng":121.50808387152061,"lat":31.216223263658232}
01.家乐福中山店:{"lng":121.66119808200051,"lat":38.925914506239224}
上海市浦东新区高桥镇超营副食品商店:{"lng":121.58661979198543,"lat":31.345033932471758}
上海菲与蓝商贸有限公司黄浦分公司:{"lng":121.49607206403445,"lat":31.227203440768868}
北京御食新语食品有限公司:{"lng":116.41649399012084,"lat":39.92031316704174}
上海暹罗实业有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
榆次迎宾蛋糕房:{"lng":112.8437365271623,"lat":37.65082468905364}
龙水南路251(伍缘折扣超市):{"lng":121.420203541785,"lat":31.02646230348805}
苏州金万佳塑业有限公司:{"lng":120.61990711548988,"lat":31.317987367952437}
乾溪店（华联）:{"lng":119.58446750314143,"lat":29.137238744811263}
秦皇岛三融食品有限公司:{"lng":119.79939191623394,"lat":40.021947583735454}
东方航空食品虹桥:{"lng":108.73795276479315,"lat":34.348754215169194}
延中居委:{"lng":109.4850378818487,"lat":36.61005195177791}
百安3:{"lng":114.18389828117888,"lat":22.306312628384287}
利津菜店(专卖加盟):{"lng":118.40033677253352,"lat":37.655326413662806}
上药集团学校:{"lng":121.48028574373467,"lat":31.227403261314052}
上海跃铭贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
湛江市长亿食品厂:{"lng":110.36506726285033,"lat":21.257463103764316}
上海料源贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
句容大润发:{"lng":119.2070798034428,"lat":31.932634957798392}
华联申隆:{"lng":119.1937999573606,"lat":34.60444386600099}
昆山花桥希尔顿（昆山广亭置业）:{"lng":121.14737773806077,"lat":31.306885622604867}
味滋康（中国）商业贸易有限公司:{"lng":120.17110254371656,"lat":30.28844014332664}
广西凤糖生化股份有限公司:{"lng":109.408512300191,"lat":24.35669259021104}
上海信味实业有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
杭州宜家家居有限公司:{"lng":120.2193754157201,"lat":30.259244461536102}
无为县严桥琦王食品有限公司浦东分公司:{"lng":117.82005160306733,"lat":31.222493656580316}
金口路（张小宝）:{"lng":120.33846135175301,"lat":36.06209816970802}
金鼎市场(王震)（加盟）:{"lng":113.54846284471043,"lat":22.385958740910738}
沪太459店(伍缘折扣超):{"lng":121.560956516888,"lat":31.283854268193767}
青岛雀巢有限公司:{"lng":120.46477289798597,"lat":36.85729848661769}
上南56(农工商):{"lng":121.50407024250204,"lat":31.18453577206088}
红枫/大河餐饮有限公司:{"lng":113.98933641712618,"lat":23.07521721341435}
上海宝山宝教配送服务有限公司:{"lng":121.40904121844942,"lat":31.398622694466777}
徐行镇加盟（预付）:{"lng":121.28729544264975,"lat":31.422016069436562}
无锡绿态源果蔬贸易有限公司:{"lng":120.30545590053595,"lat":31.57003745192303}
马陆黄兵:{"lng":121.29022511246029,"lat":31.335755214877825}
上海诚邦食品有限公司:{"lng":121.2553897751906,"lat":31.048121984741655}
市东中学 H-学校餐饮:{"lng":121.52327185604916,"lat":31.264046624907994}
上海澳溢贸易有限公司:{"lng":121.42972026851027,"lat":31.216845711979776}
苏果超市有限公司（江宁）:{"lng":118.83541822484956,"lat":31.86397143028143}
上海港源工业贸易有限公司(食品二部):{"lng":121.4479477972912,"lat":31.25326422164439}
上海伟航贸易:{"lng":121.48789948569473,"lat":31.24916171001514}
家乐福武汉光谷店:{"lng":114.4098686639705,"lat":30.512271962809105}
上海包玉刚学校:{"lng":121.48789948569473,"lat":31.24916171001514}
星火电厂-交大后勤:{"lng":104.04873565761093,"lat":30.71029445717671}
0040春申大润发专柜  :{"lng":121.41487838672184,"lat":31.114288364463683}
九亭市场2:{"lng":121.33428124856944,"lat":31.13491723367045}
上海香陶贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
南通康喜食品:{"lng":120.87380095093022,"lat":32.014664540823446}
宝友大酒店:{"lng":113.37028174422007,"lat":22.956844484177125}
金尚（上海）贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
万有全（梅陇客饭）:{"lng":121.50025981018982,"lat":31.183840588911877}
欧亚玛特购物广场:{"lng":121.60758018980577,"lat":31.238905931512935}
上海真新粮食交易市场经营管理有限公司:{"lng":121.38114921028084,"lat":31.256142853112845}
九星09#:{"lng":121.46893999782154,"lat":31.20206860813073}
青岛天昊行商贸有限公司:{"lng":120.38442818368189,"lat":36.10521490127382}
上海联家超市有限公司宜山店:{"lng":121.43509804990342,"lat":31.190398437259862}
康源生鲜加盟:{"lng":113.30215601953616,"lat":23.159539875215685}
上海优禾谷农产品专业合作社:{"lng":121.46171774279256,"lat":31.26321450166824}
B2-1207徐汇实验小学 $1703②:{"lng":121.45916904884031,"lat":31.143876736122582}
益江市场:{"lng":121.63838326540403,"lat":31.20473129062717}
上海市奉贤区南桥小学B2-1406a:{"lng":121.46524648266636,"lat":30.91924821499388}
漯河屠宰厂（鲜冻）:{"lng":114.04606140022909,"lat":33.57627868848315}
好奇妙幼儿园:{"lng":121.58219883711301,"lat":31.339807689584035}
宝山区小伟粮油经营部:{"lng":131.5648359275195,"lat":46.529227981900426}
上海宝山区玉强肉类经营部:{"lng":121.40904121844942,"lat":31.398622694466777}
呼玛菜场杨先生:{"lng":121.45583087729402,"lat":31.3463503226463}
上海义耀贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海阳普菜市场经营管理有限公司引翔港分公司:{"lng":121.54469908527695,"lat":31.278459528059873}
吉林分拨库:{"lng":126.56454398883335,"lat":43.87198833435933}
荣成宝竹肉食品有限公司:{"lng":122.3874605635721,"lat":37.18113494190255}
安徽银迪面粉有限公司:{"lng":117.2160052075697,"lat":31.85925241707919}
上海元跃实业有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上虞红屋牛排馆:{"lng":120.88943232282809,"lat":29.978040053660578}
陈一平:{"lng":119.46473470402015,"lat":32.309338361546416}
联家七宝店:{"lng":121.34735096492578,"lat":31.17177048873427}
深圳市汇昌贸易有限公司:{"lng":114.0259736573215,"lat":22.546053546205247}
嘉善渊缘食品有限公司:{"lng":120.9088728159654,"lat":30.905748069187133}
山东鲁王集团有限公司:{"lng":117.8649686024145,"lat":36.81654346694643}
万源(联华):{"lng":107.99381097492879,"lat":31.986241088206395}
麦德龙南通店--55:{"lng":120.91473331945896,"lat":32.02854093708182}
武进路40号:{"lng":121.49599984945125,"lat":31.259543554553694}
湖州杨利明:{"lng":120.13724316328172,"lat":30.877925155690896}
永康市西城汇胜食品经营部:{"lng":120.10868352215253,"lat":28.940176566982796}
松江泗泾店(大润发):{"lng":121.26618906209927,"lat":31.12356868641039}
家乐福哈尔滨永平店:{"lng":126.65771685544611,"lat":45.7732246332393}
武夷400(伍缘折扣超市):{"lng":121.420203541785,"lat":31.02646230348805}
益海嘉里食品营销有限公司武汉:{"lng":114.31620010268132,"lat":30.58108412692075}
揭阳市揭东区曲溪鸿越妇婴用品商行:{"lng":116.3617090875343,"lat":23.60675210678722}
上海必胜客有限公司崇明八一路店:{"lng":121.40327530502587,"lat":31.631244293028793}
华润万家温州万象城OLE:{"lng":120.6906347337091,"lat":28.002837594041246}
泗泾医院:{"lng":121.26110632645596,"lat":31.125585385614453}
尚优玛特超市思贤店加盟 预付:{"lng":121.6705979310942,"lat":31.301671867280998}
蓝蛙-南京店(玄武区):{"lng":118.84893734484503,"lat":32.07176566029009}
上海上投:{"lng":121.48789948569473,"lat":31.24916171001514}
深圳市鑫荣:{"lng":114.0259736573215,"lat":22.546053546205247}
丁家安:{"lng":120.41553316020187,"lat":29.753454479777847}
嘉定徐行（农工商）:{"lng":121.25101353755592,"lat":31.36433805543363}
上海市黄浦区创业日用杂货店 （蔬菜）:{"lng":121.49607206403445,"lat":31.227203440768868}
北新泾市场（加盟）(朱士银):{"lng":121.37849422882064,"lat":31.222608993128794}
上海中道糖业股份有限公司:{"lng":119.7967292309057,"lat":40.00211928465619}
大润发马鞍山店:{"lng":118.5221826459107,"lat":31.707501255736982}
上海市第五中学:{"lng":121.49124720083876,"lat":31.252899757478808}
上海必胜客有限公司昭化路店:{"lng":121.43047817515718,"lat":31.217706846798603}
品香食品贸易有限公司:{"lng":113.4103692034034,"lat":23.127735963779152}
联华杨思:{"lng":121.50903526688623,"lat":31.17805525411572}
大宁福朋喜来登（福乐思特房地产）:{"lng":110.71080544252996,"lat":36.432636300531584}
上海清美食品有限公司:{"lng":121.40267149280784,"lat":31.627319373871106}
海滨残疾人服务社:{"lng":120.94406818297237,"lat":30.531263770681043}
唐记蔬菜:{"lng":121.48887720141178,"lat":31.253297947995545}
上海佳逊贸易有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
易买得8号:{"lng":121.4719450408542,"lat":30.932696582573268}
上海市虹口区第一中心小学（食堂）:{"lng":121.49503723263285,"lat":31.25521264677785}
联华超市   武西:{"lng":117.58838203638463,"lat":37.6482133376972}
上海豫海清真牛羊肉有限公司:{"lng":121.39580286921746,"lat":31.247407614482825}
南昌方石元:{"lng":115.89352754583604,"lat":28.689578000141147}
湖州南浔温氏食品有限公司:{"lng":120.30914675944486,"lat":30.766830865515292}
山东大地肉牛清真食品股份有限公司:{"lng":118.06730966648513,"lat":37.174198141792886}
上海市农业学校（教工食堂）:{"lng":121.16927969390309,"lat":30.91050396324284}
清美豆业:{"lng":121.52098845057843,"lat":31.27590199381125}
胡桥幼儿园（绿引）:{"lng":113.78170848504112,"lat":33.78714760246645}
味之鲜-秦皇岛卫忠:{"lng":119.6043676161184,"lat":39.945461565897574}
青莲食品:{"lng":99.71420609431766,"lat":27.825735313863216}
安徽华安食品有限公司:{"lng":118.20010715816123,"lat":31.768355783008122}
B1-0901裘锦秋实验学校2703①:{"lng":121.47194863407624,"lat":31.246093970107637}
上海肯德基有限公司凉城餐厅:{"lng":121.48134484413433,"lat":31.30095369256917}
张堰市场:{"lng":121.29603113046294,"lat":30.80901501014635}
新桥曹:{"lng":113.42175423760256,"lat":22.959202647885512}
中储粮（上海）米业有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
纽迪希亚生命早期营养品管理(上海)有限公司-:{"lng":121.48789948569473,"lat":31.24916171001514}
晋江灵水冠军宝贝母婴用品连锁店:{"lng":118.55865054225015,"lat":24.72963829769785}
北京朱春红:{"lng":116.39564503787867,"lat":39.92998577808024}
上海实业养老发展有限公司:{"lng":113.10389359402106,"lat":22.605185351105767}
宇尧实业（上海）:{"lng":121.48789948569473,"lat":31.24916171001514}
味之鲜-上海正鸿:{"lng":121.48789948569473,"lat":31.24916171001514}
汉堡之家:{"lng":121.5007806477245,"lat":31.207302274534563}
洪泽县高良涧镇妈咪宝贝母婴用品店:{"lng":118.88010901069877,"lat":33.29138286470707}
北京中润长江食品有限公司:{"lng":116.39564503787867,"lat":39.92998577808024}
上海城建三局工地:{"lng":119.99703312402893,"lat":31.79946164386014}
福建圣农发展股份有公司:{"lng":117.36863426780864,"lat":27.540041196125966}
杭州市西湖区安欣婴幼儿用品经营店:{"lng":120.08899292561351,"lat":30.207036169515437}
上海芝川综合市场经营管理有限公司:{"lng":118.09974503692528,"lat":24.4867148573874}
康丽食品经营部:{"lng":113.04115369146115,"lat":23.711164212841354}
上海悦宁贸易绿杨联华（超市加腽）:{"lng":121.48789948569473,"lat":31.24916171001514}
上海亿元食品商贸有限公司:{"lng":121.38555832369002,"lat":31.1537351648663}
实验小学-学生:{"lng":117.31753439122392,"lat":31.877103538772722}
深圳市鑫荣懋农产品有限公司:{"lng":114.0259736573215,"lat":22.546053546205247}
运光菜市场:{"lng":121.50013144233243,"lat":31.296414909028552}
魏都农业发展有限公司:{"lng":113.82531644191502,"lat":34.04347706550755}
呼伦贝尔东北阜丰:{"lng":119.76082179399947,"lat":49.201636054604336}
四川省丹丹调味品有限公司:{"lng":103.81123942627173,"lat":30.877697122960242}
欧尚南汇 177:{"lng":120.66447681285908,"lat":31.31172009885386}
蒙西:{"lng":96.33597065518859,"lat":29.562257244372205}
盐城沈涛:{"lng":120.14887181793894,"lat":33.379861877120995}
味之鲜-誉东经贸:{"lng":116.76129841646006,"lat":32.7133760135016}
上海镍都饭店有限公司:{"lng":121.4350453049971,"lat":31.25243457990527}
上海市北燃气销售有限公司:{"lng":121.48789948569473,"lat":31.24916171001514}
上海新旺餐饮管理有限公司世博大道店（世博）:{"lng":121.49581615693377,"lat":31.19154886570483}
上海市闵行区粟梅熟食店:{"lng":121.42502428093465,"lat":31.093537540382123}
上海市青浦区华新中学:{"lng":121.23568467048273,"lat":31.23808613991931}
上海京川酒家:{"lng":121.45639963942767,"lat":31.2070557830443}
